"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"bac16SV4_L100_Nextseq_00000"	"day"	5.04139023549675	1.36245200913403e-48	4.30534834886352e-46	"abundance"
"bac16SV4_L100_Nextseq_00000"	"read_depth"	0.395290020661368	0.267247219723168	0.267883018025443	"abundance"
"bac16SV4_L100_Nextseq_00002"	"day"	5.70394697673747	3.02986612306767e-57	3.82975077955754e-54	"abundance"
"bac16SV4_L100_Nextseq_00002"	"read_depth"	1.15551098020974	0.00161141659342355	0.00319753622305709	"abundance"
"bac16SV4_L100_Nextseq_00003"	"day"	1.98852623773689	1.51532904316084e-18	3.15547925956392e-18	"abundance"
"bac16SV4_L100_Nextseq_00003"	"read_depth"	1.71317071908634	4.68309778048023e-11	9.50150175686519e-11	"abundance"
"bac16SV4_L100_Nextseq_00004"	"day"	3.4337108891747	4.92051196468936e-29	2.50787384006748e-28	"abundance"
"bac16SV4_L100_Nextseq_00004"	"read_depth"	0.6673183185727	0.0407569393212287	0.0453892258167693	"abundance"
"bac16SV4_L100_Nextseq_00005"	"day"	4.56739936069823	1.55907449794076e-47	3.28445027566187e-45	"abundance"
"bac16SV4_L100_Nextseq_00005"	"read_depth"	0.69189321829807	0.0359716058672859	0.0423994269504329	"abundance"
"bac16SV4_L100_Nextseq_00006"	"day"	4.20084263946173	3.13915108178349e-52	1.98394348368717e-49	"abundance"
"bac16SV4_L100_Nextseq_00006"	"read_depth"	0.504552894168438	0.0784158247341686	0.0805834166373895	"abundance"
"bac16SV4_L100_Nextseq_00007"	"day"	3.3668123674853	1.5070357505981e-31	5.25766087004297e-30	"abundance"
"bac16SV4_L100_Nextseq_00007"	"read_depth"	0.804678759200212	0.0134589426334691	0.0251286609877473	"abundance"
"bac16SV4_L100_Nextseq_00008"	"day"	4.0063571558321	5.5610116618166e-37	5.85759895044682e-35	"abundance"
"bac16SV4_L100_Nextseq_00008"	"read_depth"	0.789758270225325	0.0194660734136721	0.0341263755823599	"abundance"
"bac16SV4_L100_Nextseq_00009"	"day"	4.6559633983157	7.91952604788214e-52	3.33676030817434e-49	"abundance"
"bac16SV4_L100_Nextseq_00009"	"read_depth"	0.416248527668243	0.192962846126173	0.194191908840353	"abundance"
"bac16SV4_L100_Nextseq_00010"	"day"	1.4440622583935	0.00000034145052190444	0.000000683983295859291	"abundance"
"bac16SV4_L100_Nextseq_00010"	"read_depth"	1.4838178122035	0.00000368325557568899	0.00000735487369300298	"abundance"
"bac16SV4_L100_Nextseq_00011"	"day"	4.43606698806697	1.15690269436383e-47	2.92465001135176e-45	"abundance"
