"feature"	"metadata"	"value"	"coef"	"pval_individual"	"error"	"qval_individual"	"pval_joint"	"qval_joint"	"association"
"bac16SV4_L100_Nextseq_00117"	"day"	"day"	-3.07197405585014	2.60257907528733e-12	NA	2.0067254448926e-10	2.60257907528733e-12	3.28250285870615e-10	"abundance"
"bac16SV4_L100_Nextseq_00336"	"day"	"day"	-2.86471871238803	0.00000000137477617383682	NA	0.0000000610317301415439	0.00000000137477617383682	0.0000000990820828143825	"abundance"
"bac16SV4_L100_Nextseq_00010"	"day"	"day"	-1.91660235168797	0.0000000408816155210359	NA	0.00000148981835139666	0.0000000408816155210359	0.00000210349130986104	"abundance"
"bac16SV4_L100_Nextseq_00304"	"day"	"day"	-2.52590230078679	0.000000153940445997748	NA	0.00000512551712242503	0.000000153940445997748	0.00000706026863689674	"abundance"
"bac16SV4_L100_Nextseq_00367"	"day"	"day"	-2.83257726782734	0.000000265947930871066	NA	0.00000828965358991728	0.000000265947930871066	0.0000116670200977785	"abundance"
"bac16SV4_L100_Nextseq_00002"	"day"	"day"	0.527751199586836	0.00000172220432891348	NA	0.0000435005058941076	7.18164400207588e-18	7.24627879809456e-15	"abundance"
"bac16SV4_L100_Nextseq_00476"	"day"	"day"	-2.76108752732434	0.00000171191836258175	NA	0.0000435005058941076	0.00000171191836258175	0.0000595629526843098	"abundance"
"bac16SV4_L100_Nextseq_00678"	"day"	"day"	-3.0291558577645	0.00000241617248430669	NA	0.0000570918175727306	0.00000241617248430669	0.0000786425173117886	"abundance"
"bac16SV4_L100_Nextseq_00737"	"day"	"day"	-3.43139171330302	0.00000411100567497781	NA	0.0000912518683915528	0.00000411100567497781	0.000119919594645021	"abundance"
"bac16SV4_L100_Nextseq_01802"	"day"	"day"	-2.42636702475508	0.00000439653975554192	NA	0.0000961332946547598	0.00000439653975554192	0.000122484718373714	"abundance"
"bac16SV4_L100_Nextseq_01271"	"day"	"day"	-3.15570557322062	0.00000487710897320719	NA	0.000105073009496302	0.00000487710897320719	0.000128512572208842	"abundance"
"bac16SV4_L100_Nextseq_00335"	"day"	"day"	-2.37222186204157	0.00000526418606273918	NA	0.000110171894027327	0.00000526418606273918	0.000132789093432596	"abundance"
"bac16SV4_L100_Nextseq_00626"	"day"	"day"	-2.65932268375905	0.0000150019363209269	NA	0.000289182061975761	0.0000150019363209269	0.000322062845698196	"abundance"
"bac16SV4_L100_Nextseq_00590"	"day"	"day"	-2.43645002651686	0.0000169363834307594	NA	0.000318100022129007	0.0000169363834307594	0.000356016893367422	"abundance"
"bac16SV4_L100_Nextseq_00009"	"day"	"day"	0.693744215278303	0.0000369104106626971	NA	0.000643735138343467	3.65218661736216e-15	1.22835209897281e-12	"abundance"
"bac16SV4_L100_Nextseq_00819"	"day"	"day"	-3.83531018075498	0.0000665917271267867	NA	0.00103783915149726	0.0000665917271267867	0.00117879039773557	"abundance"
"bac16SV4_L100_Nextseq_00042"	"day"	"day"	-2.21048770768562	0.0000690013140611987	NA	0.00106407289578585	0.0000690013140611987	0.0011957131440141	"abundance"
"bac16SV4_L100_Nextseq_00958"	"day"	"day"	-3.25944068927286	0.0000699178151603886	NA	0.00106697499177051	0.0000699178151603886	0.0011957131440141	"abundance"
"bac16SV4_L100_Nextseq_03069"	"day"	"day"	-3.11214623631958	0.0000762976075154598	NA	0.00114057137765458	0.0000762976075154598	0.00128307143305165	"abundance"
"bac16SV4_L100_Nextseq_00719"	"day"	"day"	-3.12776765637773	0.0000816304472349693	NA	0.00120796570908313	0.0000816304472349693	0.00132846969774329	"abundance"
"bac16SV4_L100_Nextseq_00803"	"day"	"day"	-2.41395345096978	0.000133106428289085	NA	0.00180556405040286	0.000133106428289085	0.00197506450211304	"abundance"
"bac16SV4_L100_Nextseq_01754"	"day"	"day"	-2.67091903935378	0.000138949716944587	NA	0.00185055759385291	0.000138949716944587	0.00203188788981288	"abundance"
"bac16SV4_L100_Nextseq_00108"	"read_depth"	"read_depth"	-6.52300620140983	0.000166645794309374	NA	0.00216049635985162	0.000333263817797987	0.00420328990197711	"abundance"
"bac16SV4_L100_Nextseq_00003"	"day"	"day"	-1.23291475823806	0.00018683654126913	NA	0.00235961666344203	0.00000282634614139239	0.0000891182267707789	"abundance"
"bac16SV4_L100_Nextseq_01361"	"day"	"day"	-2.41957333822953	0.000262221221105934	NA	0.00320128407433494	0.000262221221105934	0.00339206682174215	"abundance"
"bac16SV4_L100_Nextseq_00008"	"day"	"day"	0.591391354770399	0.000512691157874779	NA	0.00591411453768938	2.00713595434636e-10	0.0000000168766681494623	"abundance"
"bac16SV4_L100_Nextseq_02384"	"day"	"day"	-1.97767454112134	0.000586789061227565	NA	0.00666392228448359	0.000586789061227565	0.00680540416986912	"abundance"
"bac16SV4_L100_Nextseq_02043"	"day"	"day"	-1.85554685598181	0.000606547536645711	NA	0.00678314611592341	0.000606547536645711	0.00695461891449457	"abundance"
"bac16SV4_L100_Nextseq_02290"	"day"	"day"	-3.03514969771745	0.000684400425821554	NA	0.00748243749125804	0.000684400425821554	0.0075549613154491	"abundance"
"bac16SV4_L100_Nextseq_02776"	"day"	"day"	-1.83699006578129	0.000696344303604327	NA	0.0075566252205951	0.000696344303604327	0.0075549613154491	"abundance"
"bac16SV4_L100_Nextseq_00015"	"day"	"day"	1.78626716707973	0.000742035628603493	NA	0.00785478334321709	0.00148352064033287	0.0143930031355372	"abundance"
"bac16SV4_L100_Nextseq_03164"	"day"	"day"	-2.34232552489654	0.000892710414677194	NA	0.00921000533452176	0.000892710414677194	0.00928602895267308	"abundance"
"bac16SV4_L100_Nextseq_03991"	"day"	"day"	0.0602053150150908	0.000942950784527091	NA	0.00959321457869575	0.00132530292385749	0.0129828218463321	"abundance"
"bac16SV4_L100_Nextseq_00028"	"day"	"day"	-1.54703557258472	0.00112476599409399	NA	0.011058940814414	0.00112476599409399	0.0114635241216246	"abundance"
"bac16SV4_L100_Nextseq_00000"	"day"	"day"	0.250303208552763	0.00127304942189626	NA	0.0122698513360396	1.00906722859772e-14	2.0362976673102e-12	"abundance"
"bac16SV4_L100_Nextseq_00040"	"day"	"day"	0.979334383868591	0.00144880713779368	NA	0.0137824834861541	0.000000439404701798361	0.0000184733060047727	"abundance"
"bac16SV4_L100_Nextseq_01980"	"day"	"day"	-2.15855823977388	0.00156409910545758	NA	0.0147832592870668	0.00156409910545758	0.0150302475943495	"abundance"
"bac16SV4_L100_Nextseq_02444"	"day"	"day"	-2.21251388528502	0.00173460850446833	NA	0.0160835535382665	0.00173460850446833	0.016357196084192	"abundance"
"bac16SV4_L100_Nextseq_02159"	"day"	"day"	-2.70417474391671	0.00223588263133733	NA	0.0200955095393201	0.00223588263133733	0.0196174397827771	"abundance"
"bac16SV4_L100_Nextseq_00037"	"day"	"day"	1.07090039114116	0.00236401250433601	NA	0.0211175507247089	0.00236401250433601	0.0205628329040952	"abundance"
"bac16SV4_L100_Nextseq_00108"	"day"	"day"	1.44670714641567	0.00253010873091179	NA	0.0221952652142861	0.00505381601163335	0.0383406041784816	"abundance"
"bac16SV4_L100_Nextseq_00019"	"day"	"day"	1.33957215054949	0.00257127265059297	NA	0.0223172235093995	0.00278815837996932	0.0234437650449087	"abundance"
"bac16SV4_L100_Nextseq_00824"	"day"	"day"	-2.2694031134403	0.00281544180819687	NA	0.0241205979474176	0.00281544180819687	0.0234775271443854	"abundance"
"bac16SV4_L100_Nextseq_00394"	"day"	"day"	-2.60303516236294	0.00451567955629062	NA	0.0363487392855261	0.00901096775072614	0.0598162267137018	"abundance"
"bac16SV4_L100_Nextseq_00621"	"read_depth"	"read_depth"	-6.97910858432941	0.00479839503498599	NA	0.0373917485439067	0.0095737654750602	0.0608886973466238	"abundance"
