"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"Abiotrophia"	"age"	-0.0328430430737328	0.710017295290406	0.792132722998528	"abundance"
"Abiotrophia"	"bmi"	-0.0148493221367135	0.731189947332641	0.792132722998528	"abundance"
"Abiotrophia"	"diagnosisCD"	0.227073115300044	0.672146883617028	0.792132722998528	"abundance"
"Abiotrophia"	"diagnosisPSC-CD"	0.0790126551646825	0.728964265209307	0.792132722998528	"abundance"
"Abiotrophia"	"diagnosisPSC-UC"	0.0205391771129139	0.733822832268897	0.792132722998528	"abundance"
"Abiotrophia"	"genderM"	-0.0578667549516618	0.702010598883497	0.792132722998528	"abundance"
"Abiotrophia"	"read_count"	-0.272148848789768	0.482662512874376	0.792132722998528	"abundance"
"Acetanaerobacterium"	"age"	-0.090893002705221	0.676681068130221	0.792132722998528	"abundance"
"Acetanaerobacterium"	"bmi"	0.0489629248144788	0.688533167053452	0.792132722998528	"abundance"
"Acetanaerobacterium"	"diagnosisCD"	-0.00178178753732278	0.759488682123104	0.792132722998528	"abundance"
"Acetanaerobacterium"	"diagnosisPSC-CD"	0.119982234199934	0.729441210477496	0.792132722998528	"abundance"
"Acetanaerobacterium"	"diagnosisPSC-UC"	-0.13203763580399	0.717347228563986	0.792132722998528	"abundance"
"Acetanaerobacterium"	"genderM"	-0.0851139729602209	0.706869283892844	0.792132722998528	"abundance"
"Acetanaerobacterium"	"read_count"	-0.294308748651594	0.464903028739763	0.792132722998528	"abundance"
"Acetitomaculum"	"age"	-0.0352446608838288	0.698417717199007	0.792132722998528	"abundance"
"Acetitomaculum"	"bmi"	-0.00246458866507796	0.754681709790808	0.792132722998528	"abundance"
"Acetitomaculum"	"diagnosisCD"	-0.0585740467428885	0.745298771831092	0.792132722998528	"abundance"
"Acetitomaculum"	"diagnosisPSC-CD"	0.103586723440172	0.706854131108819	0.792132722998528	"abundance"
"Acetitomaculum"	"diagnosisPSC-UC"	-0.0474152327286031	0.732847998383559	0.792132722998528	"abundance"
"Acetitomaculum"	"genderM"	-0.283646126006809	0.613055373444112	0.792132722998528	"abundance"
"Acetitomaculum"	"read_count"	-0.323478663190022	0.442941165408759	0.792132722998528	"abundance"
"Acidaminococcus"	"age"	0.0714566720346023	0.755189310625707	0.792132722998528	"abundance"
