"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"AntibioticsYes"	0.148735832147963	0.571390829376769	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"consent_age"	0.00605301504450646	0.688870375374313	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"diagnosisCD"	-0.0622323251522104	0.695476264139838	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"diagnosisUC"	0.156394636508229	0.663252981809439	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"dysbiosis_statedysbiosis_CD"	0.214913870630975	0.599714531150195	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"dysbiosis_statedysbiosis_nonIBD"	0.363347568555673	0.621297356234877	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"dysbiosis_statedysbiosis_UC"	0.165320303162225	0.612386009211461	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB114|o__OFGB114|f__FGB114|g__GGB261|s__GGB261_SGB58821|t__SGB58821"	"reads_filtered"	1.77590736287187e-08	0.463579339022129	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"AntibioticsYes"	-0.32353988776573	0.454380882285425	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"consent_age"	-0.000350801609912741	0.723435625811968	0.733399171986008	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"diagnosisCD"	0.0636335770749115	0.706269537491112	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"diagnosisUC"	0.0520066226908933	0.675239684427669	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"dysbiosis_statedysbiosis_CD"	0.435682309843032	0.495487913408941	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"dysbiosis_statedysbiosis_nonIBD"	0.335182580940559	0.598202894521172	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"dysbiosis_statedysbiosis_UC"	0.265860045598331	0.610565682674991	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB76095|o__OFGB76095|f__FGB76095|g__GGB260|s__GGB260_SGB362|t__SGB362"	"reads_filtered"	1.82720120889231e-08	0.447457959033565	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"AntibioticsYes"	0.0581473279243457	0.611945474291663	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"consent_age"	0.00445271725373437	0.700572898776389	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"diagnosisCD"	-0.12049850118273	0.661178603049743	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"diagnosisUC"	0.027512021400594	0.695435934805528	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"dysbiosis_statedysbiosis_CD"	0.449560757076712	0.484977634658629	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"dysbiosis_statedysbiosis_nonIBD"	0.255111689412625	0.615347957318231	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"dysbiosis_statedysbiosis_UC"	0.266535725550751	0.577389592667677	0.733202509179353	"abundance"
"k__Archaea|p__Candidatus_Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__GGB269|s__GGB269_SGB376|t__SGB376"	"reads_filtered"	1.76374784233313e-08	0.457570286874216	0.733202509179353	"abundance"
