"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"AntibioticsYes"	0.621407184448359	0.32580317989101	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"consent_age"	0.0219218747999046	0.632898970631763	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"diagnosisCD"	-0.972294531860708	0.557877229512437	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"diagnosisUC"	-0.78731553112131	0.59224638111101	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"dysbiosis_statedysbiosis_CD"	0.309061324109369	0.544494664078557	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"dysbiosis_statedysbiosis_nonIBD"	-0.803684172856011	0.441367623520141	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"dysbiosis_statedysbiosis_UC"	-0.201610346534553	0.594325924108082	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii"	"reads_filtered"	-2.37926529090406e-10	0.517906191992512	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"AntibioticsYes"	0.528527799569351	0.378600550696066	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"consent_age"	0.0215681282277681	0.626969245033407	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"diagnosisCD"	-0.860521986728654	0.570298267579546	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"diagnosisUC"	-0.631708185241085	0.607180313809089	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"dysbiosis_statedysbiosis_CD"	0.388815861793349	0.474802704881179	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"dysbiosis_statedysbiosis_nonIBD"	-0.664102920673835	0.512518171447671	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"dysbiosis_statedysbiosis_UC"	0.082030426377655	0.639861479103018	0.732597332499046	"abundance"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_unclassified"	"reads_filtered"	1.51684697998766e-09	0.521372561605777	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"AntibioticsYes"	-0.171942731648709	0.584450887850521	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"consent_age"	0.0412170799771122	0.496455719907192	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"diagnosisCD"	0.030971038321398	0.688391011875436	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"diagnosisUC"	0.902675521062869	0.553782293393002	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"dysbiosis_statedysbiosis_CD"	0.303566457801048	0.511700084421312	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"dysbiosis_statedysbiosis_nonIBD"	0.161434980984624	0.683489411352348	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"dysbiosis_statedysbiosis_UC"	0.184508059673944	0.610164967392591	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified"	"reads_filtered"	-1.64160183605527e-08	0.490421838830974	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"AntibioticsYes"	0.103713338664314	0.589159445434566	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"consent_age"	0.0117019300168899	0.634614972052202	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"diagnosisCD"	-0.0294531445194393	0.699737042141888	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"diagnosisUC"	-0.0409459945324974	0.670260280899019	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"dysbiosis_statedysbiosis_CD"	0.491282950087512	0.434470075146723	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"dysbiosis_statedysbiosis_nonIBD"	0.266637918456126	0.601562746987573	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"dysbiosis_statedysbiosis_UC"	0.432133092015316	0.496631255913963	0.732597332499046	"abundance"
"k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Terriglobus_unclassified"	"reads_filtered"	-2.39249655927087e-08	0.45758420471834	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"AntibioticsYes"	0.112906012644372	0.563664265880398	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"consent_age"	0.0147065268577884	0.650502256054027	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"diagnosisCD"	-0.0289658690741951	0.712327291323143	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"diagnosisUC"	-0.0632173083600869	0.663566543173328	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"dysbiosis_statedysbiosis_CD"	0.526290946523811	0.417801778095578	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"dysbiosis_statedysbiosis_nonIBD"	0.17438651941064	0.646114192097214	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"dysbiosis_statedysbiosis_UC"	0.388235438049546	0.526148757992862	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_schaalii"	"reads_filtered"	-2.42481509825267e-08	0.445293051090041	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"AntibioticsYes"	0.0995288806455055	0.595929841555156	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"consent_age"	0.0150284854919609	0.646327762101293	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"diagnosisCD"	-0.000238608158347741	0.693132718712632	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"diagnosisUC"	0.103972120734405	0.674750320356492	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"dysbiosis_statedysbiosis_CD"	0.446803350261293	0.441992714153137	0.732597332499046	"abundance"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_unclassified"	"dysbiosis_statedysbiosis_nonIBD"	0.192575970744089	0.631404328139088	0.732597332499046	"abundance"
