"feature"	"metadata"	"value"	"coef"	"pval"	"qval"	"association"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis.t__SGB1836"	"dysbiosis_state"	"dysbiosis_CD"	-8.4820533818436	5.59000547588546e-43	4.48038938892219e-39	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus.t__SGB1871"	"dysbiosis_state"	"dysbiosis_UC"	-9.29250921144247	1.41566567364422e-37	5.6732801871292e-34	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola_vulgatus.t__SGB1814"	"dysbiosis_state"	"dysbiosis_UC"	-9.34454341354114	6.01708856393399e-34	1.60756549466436e-30	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii.t__SGB15316"	"dysbiosis_state"	"dysbiosis_CD"	-7.72840524847137	1.66147790674196e-31	3.32918635563421e-28	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis.t__SGB1934"	"dysbiosis_state"	"dysbiosis_UC"	-10.2490661069245	1.88502375209266e-30	3.02169307460454e-27	"abundance"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_sp_MJR8396C.t__SGB5855"	"dysbiosis_state"	"dysbiosis_nonIBD"	-8.68591825477458	3.37153939060848e-30	4.50381470262116e-27	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter.s__Odoribacter_splanchnicus.t__SGB1790"	"dysbiosis_state"	"dysbiosis_CD"	-5.09488650428153	6.05793335455922e-27	6.9363336909703e-24	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron.t__SGB1861"	"dysbiosis_state"	"dysbiosis_UC"	-10.0131612194051	5.92067120598174e-26	5.93177246449296e-23	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis.t__SGB1934"	"dysbiosis_state"	"dysbiosis_CD"	-6.45785539081778	7.13057024145042e-25	6.35016894280279e-22	"abundance"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella.s__Holdemanella_biformis.t__SGB6806"	"dysbiosis_state"	"dysbiosis_UC"	-1.41520087339791	8.95280685309593e-24	7.17567469275639e-21	"abundance"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_avium.t__SGB7931"	"dysbiosis_state"	"dysbiosis_CD"	2.00975309112671	1.18906038042929e-23	8.66392631740071e-21	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_caccae.t__SGB1877"	"dysbiosis_state"	"dysbiosis_UC"	-7.15414578746397	2.80893277723627e-22	1.87613301746239e-19	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_ovatus.t__SGB1871"	"dysbiosis_state"	"dysbiosis_CD"	-4.81389541140541	3.56603731142397e-22	2.19859915777408e-19	"abundance"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Phocaeicola.s__Phocaeicola_vulgatus.t__SGB1814"	"dysbiosis_state"	"dysbiosis_CD"	-5.08716258591173	1.29401314380752e-21	7.40822524829804e-19	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Oscillospiraceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii.t__SGB15316"	"dysbiosis_state"	"dysbiosis_UC"	-8.65841509835897	1.11661299752409e-20	5.96643545010374e-18	"abundance"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Clostridiaceae.g__GGB9061.s__GGB9061_SGB13979.t__SGB13979"	"dysbiosis_state"	"dysbiosis_UC"	-4.24059049119123	3.44966008437152e-19	1.72806409851486e-16	"abundance"
